displacement,position
0.0,0.0
-1.57193e-10,0.0707070707070707
-6.26649e-10,0.1414141414141414
-1.40518e-09,0.2121212121212121
-2.4896e-09,0.2828282828282828
-3.87673e-09,0.35353535353535354
-5.56337e-09,0.4242424242424242
-7.54635e-09,0.4949494949494949
-9.82246e-09,0.5656565656565656
-1.23885e-08,0.6363636363636364
-1.52414e-08,0.7070707070707071
-1.83778e-08,0.7777777777777778
-2.17947e-08,0.8484848484848484
-2.54887e-08,0.9191919191919191
-2.94568e-08,0.9898989898989898
-3.36957e-08,1.0606060606060606
-3.82022e-08,1.1313131313131313
-4.29733e-08,1.202020202020202
-4.80056e-08,1.2727272727272727
-5.3296e-08,1.3434343434343434
-5.88413e-08,1.4141414141414141
-6.46384e-08,1.4848484848484849
-7.06839e-08,1.5555555555555556
-7.69749e-08,1.6262626262626263
-8.35079e-08,1.6969696969696968
-9.028e-08,1.7676767676767675
-9.72879e-08,1.8383838383838382
-1.04528e-07,1.909090909090909
-1.11998e-07,1.9797979797979797
-1.19694e-07,2.0505050505050506
-1.27613e-07,2.121212121212121
-1.35752e-07,2.191919191919192
-1.44108e-07,2.2626262626262625
-1.52677e-07,2.333333333333333
-1.61457e-07,2.404040404040404
-1.70443e-07,2.4747474747474745
-1.79634e-07,2.5454545454545454
-1.89025e-07,2.616161616161616
-1.98614e-07,2.686868686868687
-2.08397e-07,2.7575757575757573
-2.18371e-07,2.8282828282828283
-2.28534e-07,2.898989898989899
-2.38881e-07,2.9696969696969697
-2.4941e-07,3.04040404040404
-2.60117e-07,3.111111111111111
-2.70999e-07,3.1818181818181817
-2.82054e-07,3.2525252525252526
-2.93277e-07,3.323232323232323
-3.04666e-07,3.3939393939393936
-3.16218e-07,3.4646464646464645
-3.27929e-07,3.535353535353535
-3.39796e-07,3.606060606060606
-3.51816e-07,3.6767676767676765
-3.63986e-07,3.7474747474747474
-3.76302e-07,3.818181818181818
-3.88762e-07,3.888888888888889
-4.01362e-07,3.9595959595959593
-4.14098e-07,4.03030303030303
-4.26969e-07,4.101010101010101
-4.39971e-07,4.171717171717171
-4.53099e-07,4.242424242424242
-4.66353e-07,4.313131313131313
-4.79727e-07,4.383838383838384
-4.93219e-07,4.454545454545454
-5.06826e-07,4.525252525252525
-5.20544e-07,4.595959595959596
-5.34371e-07,4.666666666666666
-5.48302e-07,4.737373737373737
-5.62336e-07,4.808080808080808
-5.76469e-07,4.878787878787879
-5.90697e-07,4.949494949494949
-6.05017e-07,5.02020202020202
-6.19427e-07,5.090909090909091
-6.33923e-07,5.161616161616162
-6.48501e-07,5.232323232323232
-6.6316e-07,5.303030303030303
-6.77894e-07,5.373737373737374
-6.92703e-07,5.444444444444445
-7.07581e-07,5.515151515151515
-7.22526e-07,5.585858585858586
-7.37535e-07,5.656565656565657
-7.52604e-07,5.727272727272727
-7.67731e-07,5.797979797979798
-7.82911e-07,5.8686868686868685
-7.98143e-07,5.9393939393939394
-8.13423e-07,6.0101010101010095
-8.28747e-07,6.08080808080808
-8.44113e-07,6.151515151515151
-8.59517e-07,6.222222222222222
-8.74956e-07,6.292929292929292
-8.90426e-07,6.363636363636363
-9.05926e-07,6.434343434343434
-9.21451e-07,6.505050505050505
-9.36998e-07,6.575757575757575
-9.52564e-07,6.646464646464646
-9.68147e-07,6.717171717171717
-9.83742e-07,6.787878787878787
-9.99347e-07,6.858585858585858
-1.01496e-06,6.929292929292929
-1.03057e-06,7.0
